address;lon;lat;CnpjBase;CnpjSequencial;CnpjDv;NomeIf;Segmento;CodigoCompe;NomeAgencia;Endereco;Numero;Complemento;Bairro;Cep;MunicipioIbge;Municipio;UF;DataInicio;DDD;Telefone;Posicao;endereco_completo
Rua Pires da Mota 488, Liberdade, São Paulo, 01529-001;-46.633379984010645;-23.566630004703356;0;2851;70;BANCO DO BRASIL S.A.;Banco Múltiplo;3548.0;ACLIMACAO;R PIRES DA MOTA, 488;;;ACLIMACAO;01529-000;3550308;SAO PAULO;SP;09/03/1992;11.0;40033001.0;28/12/2021;R PIRES DA MOTA, 488, , ACLIMACAO, 01529-000, SAO PAULO
Avenida Presidente Juscelino Kubitschek 1327, Itaim Bibi, São Paulo, 04543-011;-46.6811710878469;-23.59062659818768;1522368;1;82;BANCO BNP PARIBAS BRASIL S.A.;Banco Múltiplo;1.0;MATRIZ - SEDE;AV. PRES. JUSCELINO KUBITSCHEK;1327;9º A 11º ANDARES;VILA NOVA CONCEIÇÃO;04543-011;3550308;SAO PAULO;SP;16/12/1996;11.0;30489000.0;28/12/2021;AV. PRES. JUSCELINO KUBITSCHEK, 1327, VILA NOVA CONCEIÇÃO, 04543-011, SAO PAULO
Avenida Paulista 1230, Bela Vista, São Paulo, 01310-100;-46.65329002153749;-23.563820013573306;0;3065;17;BANCO DO BRASIL S.A.;Banco Múltiplo;1893.0;LARGE CORPORATE 1893;AV PAULISTA, 1230;;7º ANDAR;B VISTA;01310-901;3550308;SAO PAULO;SP;22/03/1991;11.0;42986000.0;28/12/2021;AV PAULISTA, 1230, , B VISTA, 01310-901, SAO PAULO
Avenida Paulista 1230, Bela Vista, São Paulo, 01310-100;-46.65329002153749;-23.563820013573306;0;3035;0;BANCO DO BRASIL S.A.;Banco Múltiplo;3400.0;LARGE CORPORATE 3400;AV PAULISTA, 1230;;7º ANDAR;B VISTA;01310-901;3550308;SAO PAULO;SP;19/12/2005;11.0;42986160.0;28/12/2021;AV PAULISTA, 1230, , B VISTA, 01310-901, SAO PAULO
Rua Domingos de Morais 3093, Saúde, São Paulo, 04036-100;-46.636610034218336;-23.60372001007373;90400888;2608;2;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1538.0;LUIS GOES-CAP-SP;R DOMINGOS DE MORAIS 3093;;;VL MARIANA;04035-001;3550308;SAO PAULO;SP;21/12/2010;11.0;55834000.0;28/12/2021;R DOMINGOS DE MORAIS 3093, , VL MARIANA, 04035-001, SAO PAULO
Avenida Paulista 1274, Bela Vista, São Paulo, 01310-100;-46.65378002759712;-23.56338998003089;33042953;1;71;CITIBANK N.A.;Banco Comercial Estrangeiro - Filial no país;603.0;MATRIZ;AV. PAULISTA;001274;TORRE MATARAZZO - 14º ANDAR;B VISTA;01311-920;3550308;SAO PAULO;SP;05/04/1915;;;28/12/2021;AV. PAULISTA, 001274, B VISTA, 01311-920, SAO PAULO
Rua da Quitanda, Sé, São Paulo, 01012-010;-46.63508364624286;-23.54769930367436;90400888;1381;79;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4770.0;CENTRO-SP-SP;R DA QUITANDA;;93;CENTRO;01012-010;3550308;SAO PAULO;SP;30/04/2009;11.0;32435677.0;28/12/2021;R DA QUITANDA, , CENTRO, 01012-010, SAO PAULO
Rua Cubatão 86, Vila Mariana, São Paulo, 04013-000;-46.64518002730105;-23.572869996341353;44019481;1;52;PEAK SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.;Sociedade de Empréstimo entre Pessoas;;MATRIZ;RUA CUBATAO 86;;SALA 1 704;VILA MARIANA;04013-000;3550308;SAO PAULO;SP;06/12/2021;11.0;993270604.0;28/12/2021;RUA CUBATAO 86, , VILA MARIANA, 04013-000, SAO PAULO
04344-000, Jabaquara, São Paulo;-46.64437956947399;-23.63446681421728;65654303;1;73;DIBENS LEASING S.A. ARRENDAMENTO MERCANTIL;Sociedade de Arrendamento Mercantil;;MATRIZ;PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA;100;TORRE OLAVO SETUBAL, 7º ANDAR, PARTE;PARQUE JABAQUARA;04344-902;3550308;SAO PAULO;SP;09/08/2019;;;28/12/2021;PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, 100, PARQUE JABAQUARA, 04344-902, SAO PAULO
Rua Líbero Badaró 318, Sé, São Paulo, 01008-000;-46.636371521771395;-23.546840680196823;0;4592;67;BANCO DO BRASIL S.A.;Banco Múltiplo;1543.0;GECEX SAO PAULO III;R LIBERO BADARO, 318;;11º ANDAR;CENTRO;01008-000;3550308;SAO PAULO;SP;18/03/1999;11.0;42973050.0;28/12/2021;R LIBERO BADARO, 318, , CENTRO, 01008-000, SAO PAULO
Avenida Paulista 1230, Bela Vista, São Paulo, 01310-100;-46.65329002153749;-23.563820013573306;0;1947;0;BANCO DO BRASIL S.A.;Banco Múltiplo;3070.0;LARGE CORPORATE 3070;AV PAULISTA, 1230;;7º ANDAR;B VISTA;01310-901;3550308;SAO PAULO;SP;09/01/2001;11.0;42986580.0;28/12/2021;AV PAULISTA, 1230, , B VISTA, 01310-901, SAO PAULO
Avenida São Miguel 2328, Ponte Rasa, São Paulo, 03619-100;-46.508579983612805;-23.51104000746787;0;4876;35;BANCO DO BRASIL S.A.;Banco Múltiplo;3027.0;EMPRESA SAO MIGUEL;AV SAO MIGUEL, 2328;;;VL MARIETA;03620-001;3550308;SAO PAULO;SP;13/02/2001;11.0;20468833.0;28/12/2021;AV SAO MIGUEL, 2328, , VL MARIETA, 03620-001, SAO PAULO
04344-000, Jabaquara, São Paulo;-46.64437956947399;-23.63446681421728;17192451;1;70;BANCO ITAUCARD S.A.;Banco Múltiplo;7720.0;MATRIZ;PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA;;TORRE OLAVO SETUBAL, 7º ANDAR, PARTE;PARQUE JABAQUARA;04344-902;3550308;SAO PAULO;SP;05/08/2019;;;28/12/2021;PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, , PARQUE JABAQUARA, 04344-902, SAO PAULO
Avenida Brigadeiro Faria Lima 3729, Itaim Bibi, São Paulo, 04538-133;-46.681650023293514;-23.588909983443514;0;5216;71;BANCO DO BRASIL S.A.;Banco Múltiplo;3859.0;ESTILO J.KUBITSCHEK;AV.BRIG.FARIA LIMA,3729;;TERREO;ITAIM BIBI;04538-133;3550308;SAO PAULO;SP;03/10/2003;11.0;40033001.0;28/12/2021;AV.BRIG.FARIA LIMA,3729, , ITAIM BIBI, 04538-133, SAO PAULO
Avenida Paulista 1230, Bela Vista, São Paulo, 01310-100;-46.65329002153749;-23.563820013573306;0;1797;36;BANCO DO BRASIL S.A.;Banco Múltiplo;3064.0;LARGE CORPORATE 3064;AV PAULISTA, 1230;;7º ANDAR;B VISTA;01310-901;3550308;SAO PAULO;SP;09/01/2001;11.0;42986330.0;28/12/2021;AV PAULISTA, 1230, , B VISTA, 01310-901, SAO PAULO
Rua Cantagalo 74, Tatuapé, São Paulo, 03319-000;-46.57304000415516;-23.547139984344668;0;5048;23;BANCO DO BRASIL S.A.;Banco Múltiplo;3333.0;CORP BANK LESTE SP;R.CANTAGALO,74;;15.E 16.ANDARES;TATUAPE;03319-000;3550308;SAO PAULO;SP;19/07/2002;11.0;29424666.0;28/12/2021;R.CANTAGALO,74, , TATUAPE, 03319-000, SAO PAULO
Rua Quinze de Novembro 111, Sé, São Paulo, 01013-001;-46.634150029455384;-23.547920004254166;0;6789;2;BANCO DO BRASIL S.A.;Banco Múltiplo;6501.0;MATRIZ-SAO PAULO;R.QUINZE DE NOVEMBRO,111;;13.ANDAR;CENTRO;01013-001;3550308;SAO PAULO;SP;30/11/2009;11.0;42985550.0;28/12/2021;R.QUINZE DE NOVEMBRO,111, , CENTRO, 01013-001, SAO PAULO
Avenida Paulista 1230, Bela Vista, São Paulo, 01310-100;-46.65329002153749;-23.563820013573306;0;5045;80;BANCO DO BRASIL S.A.;Banco Múltiplo;3344.0;CORP BANK CENTRO SP;AV. PAULISTA, 1230, 14º ANDAR;;TORRE MATARAZZO;B VISTA;01310-100;3550308;SAO PAULO;SP;10/07/2002;11.0;42986550.0;28/12/2021;AV. PAULISTA, 1230, 14º ANDAR, , B VISTA, 01310-100, SAO PAULO
Avenida Francisco Matarazzo 1400, Barra Funda, São Paulo, 05001-100;-46.67578000886169;-23.525979995506802;0;5068;77;BANCO DO BRASIL S.A.;Banco Múltiplo;3320.0;CORP BANK AGUA BCA;AVENIDA FRANCISCO MATARAZZO, 1400;;1 ANDAR CJ 11 EDIFICIO MILANO;A BRANCA;05001-903;3550308;SAO PAULO;SP;13/08/2002;11.0;38718466.0;28/12/2021;AVENIDA FRANCISCO MATARAZZO, 1400, , A BRANCA, 05001-903, SAO PAULO
Alameda dos Jurupis 1156, Moema, São Paulo, 04088-003;-46.66390266438761;-23.60856896293379;0;5199;36;BANCO DO BRASIL S.A.;Banco Múltiplo;4209.0;EMPRESA MOEMA;AL DOS JURUPIS,1156;;PISO SUPERIOR;INDIANOPOLIS;04088-003;3550308;SAO PAULO;SP;03/10/2003;11.0;55619937.0;28/12/2021;AL DOS JURUPIS,1156, , INDIANOPOLIS, 04088-003, SAO PAULO
Alameda Vicente Pinzon 173, Itaim Bibi, São Paulo, 04547-130;-46.6866000400328;-23.597099982945764;33959738;1;30;MOVA SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.;Sociedade de Empréstimo entre Pessoas;;MATRIZ;ALAMEDA VICENTE PINZON, Nº 173, 2º ANDAR;;(PARTE);VILA OLIMPIA;04547-130;3550308;SAO PAULO;SP;19/08/2019;11.0;26678010.0;28/12/2021;ALAMEDA VICENTE PINZON, Nº 173, 2º ANDAR, , VILA OLIMPIA, 04547-130, SAO PAULO
Rua Quinze de Novembro 324, Sé, São Paulo, 01013-001;-46.63426000002505;-23.546010019977587;0;5214;0;BANCO DO BRASIL S.A.;Banco Múltiplo;4851.0;ESTILO SAO PAULO;R.QUINZE DE NOVEMBRO,324;;TERREO;CENTRO;01013-905;3550308;SAO PAULO;SP;05/08/2003;11.0;40033001.0;28/12/2021;R.QUINZE DE NOVEMBRO,324, , CENTRO, 01013-905, SAO PAULO
Avenida Brigadeiro Faria Lima 3729, Itaim Bibi, São Paulo, 04538-133;-46.681650023293514;-23.588909983443514;0;5044;8;BANCO DO BRASIL S.A.;Banco Múltiplo;3336.0;CORP BANK JARDINS;AV.BRIG.FARIA LIMA,3729;;4.ANDAR;ITAIM BIBI;04538-133;3550308;SAO PAULO;SP;10/07/2002;11.0;28458360.0;28/12/2021;AV.BRIG.FARIA LIMA,3729, , ITAIM BIBI, 04538-133, SAO PAULO
Rua Domingos de Morais 2806, Saúde, São Paulo, 04036-100;-46.63676442257328;-23.60093796482497;0;5412;73;BANCO DO BRASIL S.A.;Banco Múltiplo;4385.0;ESTILO VILA MARIANA;R.DOMINGOS DE MORAIS,2806;;;V.MARIANA;04036-100;3550308;SAO PAULO;SP;15/07/2005;11.0;40033001.0;28/12/2021;R.DOMINGOS DE MORAIS,2806, , V.MARIANA, 04036-100, SAO PAULO
Rua Silva Bueno 1862, Ipiranga, São Paulo, 04208-001;-46.60110999206134;-23.594999980924186;90400888;2937;35;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;1805.0;001-1805 SELECT IPIRANGA-SP;R SILVA BUENO;1862;;IPIRANGA;04208-001;3550308;SAO PAULO;SP;15/10/2014;11.0;20204300.0;28/12/2021;R SILVA BUENO, 1862, IPIRANGA, 04208-001, SAO PAULO
Rua Cardoso de Almeida 39, Barra Funda, São Paulo, 05013-000;-46.663979965571315;-23.5322999924106;90400888;795;71;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;2076.0;001 2076 NV PACAEMBU-SP I;R CARDOSO DE ALMEIDA;39;E 47;PERDIZES;05013-000;3550308;SAO PAULO;SP;31/08/2006;11.0;38710511.0;28/12/2021;R CARDOSO DE ALMEIDA, 39, PERDIZES, 05013-000, SAO PAULO
Avenida Professor Luciano Gualberto, Butantã, São Paulo, 05508-010;-46.72681427546441;-23.560789410216458;60701190;2733;30;ITAÚ UNIBANCO S.A.;Banco Múltiplo;6470.0;SP/USP;AV. PROFº LUCIANO GUALBERTO, S/Nº;;ÁREA BANCÁRIA;VL UNIVERSITÁRIA;05508-970;3550308;SAO PAULO;SP;04/11/2005;11.0;30034828.0;28/12/2021;AV. PROFº LUCIANO GUALBERTO, S/Nº, , VL UNIVERSITÁRIA, 05508-970, SAO PAULO
Avenida Conselheiro Carrão 3062, Carrão, São Paulo, 03402-003;-46.532579970794075;-23.550979985646435;90400888;1481;31;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3809.0;001 3809 CARRAO-SP I;AV. CONSELHEIRO CARRAO;003062;;CARRAO;03403-001;3550308;SAO PAULO;SP;30/04/2009;11.0;9434000.0;28/12/2021;AV. CONSELHEIRO CARRAO, 003062, CARRAO, 03403-001, SAO PAULO
Avenida Brigadeiro Faria Lima 3003, Itaim Bibi, São Paulo, 01452-000;-46.68353000035674;-23.582979996494473;0;5614;60;BANCO DO BRASIL S.A.;Banco Múltiplo;4400.0;ESTILO FARIA LIMA;AV.BRIG.FARIA LIMA,3003;;;JD.PAULISTANO;01452-000;3550308;SAO PAULO;SP;15/07/2005;11.0;40033001.0;28/12/2021;AV.BRIG.FARIA LIMA,3003, , JD.PAULISTANO, 01452-000, SAO PAULO
Avenida Paulista 2300, Consolação, São Paulo, 01310-300;-46.66139004130912;-23.55678998565152;0;6845;46;BANCO DO BRASIL S.A.;Banco Múltiplo;7070.0;ESTILO PAULISTANA;AV.PAULISTA,2300;;LOJA 5,TERREO;BELA VISTA;01310-300;3550308;SAO PAULO;SP;20/11/2009;11.0;21117070.0;28/12/2021;AV.PAULISTA,2300, , BELA VISTA, 01310-300, SAO PAULO
Avenida Paulista 1500, Bela Vista, São Paulo, 01310-100;-46.655469986915335;-23.562069997918826;0;5760;69;BANCO DO BRASIL S.A.;Banco Múltiplo;4728.0;ESTILO AV.PAULISTA;AV.PAULISTA,1500;;SOBRELOJA;BELA VISTA;01310-000;3550308;SAO PAULO;SP;15/07/2005;11.0;35550600.0;28/12/2021;AV.PAULISTA,1500, , BELA VISTA, 01310-000, SAO PAULO
Avenida São João 32, Sé, São Paulo, 01036-000;-46.635019987185956;-23.545180002015627;0;5762;20;BANCO DO BRASIL S.A.;Banco Múltiplo;4725.0;ESTILO SAO JOAO;AV.SAO JOAO,32;;6.ANDAR;CENTRO;01036-900;3550308;SAO PAULO;SP;15/07/2005;11.0;34913636.0;28/12/2021;AV.SAO JOAO,32, , CENTRO, 01036-900, SAO PAULO
Avenida Paulista, Bela Vista, São Paulo, 01310-000;-46.64646557717128;-23.569545633409128;0;5850;50;BANCO DO BRASIL S.A.;Banco Múltiplo;4850.0;ESTILO CID SAO PAULO;AV.PAULISTA, 1.230;;TÉRREO - LOJAS 128, 129, 130 E 131;B VISTA;01310-000;3550308;SAO PAULO;SP;14/09/2007;11.0;40033001.0;28/12/2021;AV.PAULISTA, 1.230, , B VISTA, 01310-000, SAO PAULO
Avenida Santo Amaro 6353, Santo Amaro, São Paulo, 04701-100;-46.695779984209594;-23.636710007505826;0;5851;30;BANCO DO BRASIL S.A.;Banco Múltiplo;4856.0;ESTILO ALTO B VISTA;AV.STO.AMARO,6353;;;ALTO DA BOA VISTA;04701-100;3550308;SAO PAULO;SP;14/09/2007;11.0;40033001.0;28/12/2021;AV.STO.AMARO,6353, , ALTO DA BOA VISTA, 04701-100, SAO PAULO
Rua Voluntários da Pátria 1819, Santana, São Paulo, 02011-300;-46.626419986889886;-23.504260011717804;0;5852;11;BANCO DO BRASIL S.A.;Banco Múltiplo;4855.0;ESTILO SANTANA;R.VOLUNTARIOS DA PATRIA,1819;;;SANTANA;02011-400;3550308;SAO PAULO;SP;14/09/2007;11.0;40033001.0;28/12/2021;R.VOLUNTARIOS DA PATRIA,1819, , SANTANA, 02011-400, SAO PAULO
Avenida Sumaré 1231, Perdizes, São Paulo, 05016-110;-46.675239962840095;-23.540109998332383;0;5853;0;BANCO DO BRASIL S.A.;Banco Múltiplo;4852.0;ESTILO PERDIZES;AV.SUMARE,1231;;;PERDIZES;05016-110;3550308;SAO PAULO;SP;14/09/2007;11.0;40033001.0;28/12/2021;AV.SUMARE,1231, , PERDIZES, 05016-110, SAO PAULO
Alameda dos Jurupis 1186, Moema, São Paulo, 04088-003;-46.66390266438761;-23.60856896293379;0;5854;83;BANCO DO BRASIL S.A.;Banco Múltiplo;4854.0;ESTILO MOEMA;AL.DOS JURUPIS,1186;;;INDIANOPOLIS;04088-003;3550308;SAO PAULO;SP;14/09/2007;11.0;40033001.0;28/12/2021;AL.DOS JURUPIS,1186, , INDIANOPOLIS, 04088-003, SAO PAULO
Rua Ferreira de Araújo 186, Pinheiros, São Paulo, 05428-000;-46.69797947007241;-23.559350106462478;0;5855;64;BANCO DO BRASIL S.A.;Banco Múltiplo;4849.0;ESTILO ALTO PINHEIRO;R.FERREIRA DE ARAUJO,186;;LOJA;ALTO DE PINHEIROS;05428-000;3550308;SAO PAULO;SP;14/09/2007;11.0;40033001.0;28/12/2021;R.FERREIRA DE ARAUJO,186, , ALTO DE PINHEIROS, 05428-000, SAO PAULO
Praça Charles Miller, Consolação, São Paulo, 01234-010;-46.665332781876714;-23.545376571757494;0;5856;45;BANCO DO BRASIL S.A.;Banco Múltiplo;4853.0;ESTILO PACAEMBU;PCA.CHARLES MILLER,4;;;PACAEMBU;01234-010;3550308;SAO PAULO;SP;14/09/2007;11.0;40033001.0;28/12/2021;PCA.CHARLES MILLER,4, , PACAEMBU, 01234-010, SAO PAULO
Rua Eleonora Cintra 112, Vila Formosa, São Paulo, 03337-000;-46.56309998899843;-23.553840016738434;0;5857;26;BANCO DO BRASIL S.A.;Banco Múltiplo;4859.0;ESTILO ANALIA FRANCO;R.ELEONORA CINTRA,112;;;ANALIA FRANCO;03337-000;3550308;SAO PAULO;SP;14/09/2007;11.0;26727100.0;28/12/2021;R.ELEONORA CINTRA,112, , ANALIA FRANCO, 03337-000, SAO PAULO
Avenida Rio Branco 1437, Santa Cecília, São Paulo, 01205-001;-46.6459100072486;-23.532050002148395;0;7332;61;BANCO DO BRASIL S.A.;Banco Múltiplo;8458.0;ESTILO CAMP.ELISEOS;AV.RIO BRANCO,1437;;1.ANDAR;C ELISEOS;01205-001;3550308;SAO PAULO;SP;22/02/2013;11.0;40033001.0;28/12/2021;AV.RIO BRANCO,1437, , C ELISEOS, 01205-001, SAO PAULO
Avenida Paulista 2163, Jardim Paulista, São Paulo, 01311-300;-46.6605999631158;-23.558160007725547;0;7701;16;BANCO DO BRASIL S.A.;Banco Múltiplo;8083.0;EMPRESA AV.PAULISTA;AVENIDA PAULISTA, 2163;;MEZANINO;BELA VISTA;01311-933;3550308;SAO PAULO;SP;08/10/2019;61.0;40033001.0;28/12/2021;AVENIDA PAULISTA, 2163, , BELA VISTA, 01311-933, SAO PAULO
Praça da Sé, Sé, São Paulo, 01001-001;-46.633848301799034;-23.549627337702802;0;6042;91;BANCO DO BRASIL S.A.;Banco Múltiplo;5942.0;PALACIO DA JUSTICA;PCA.DA SE,S/N;;4.ANDAR,SALAS 418/420/422;CENTRO;01001-000;3550308;SAO PAULO;SP;13/08/2010;11.0;31078130.0;28/12/2021;PCA.DA SE,S/N, , CENTRO, 01001-000, SAO PAULO
Avenida Prestes Maia 894, Sé, São Paulo, 01031-000;-46.633379984010645;-23.536870015569434;0;5283;31;BANCO DO BRASIL S.A.;Banco Múltiplo;4307.0;EMPRESA CENTRO;AV PRESTES MAIA, 894;;2°ANDAR;CENTRO;01031-000;3550308;SAO PAULO;SP;03/10/2003;11.0;42970326.0;28/12/2021;AV PRESTES MAIA, 894, , CENTRO, 01031-000, SAO PAULO
Avenida Ibirapuera 3103, Moema, São Paulo, 04029-200;-46.66774000351677;-23.609790016715323;58160789;133;78;BANCO SAFRA S.A.;Banco Múltiplo;133.0;MOEMA;AVENIDA IBIRAPUERA;3103;ESCRITÓRIO Nº 51, BLOCO I  TORRE IBIRAPUERA I,;INDIANOPOLIS;04028-002;3550308;SAO PAULO;SP;10/05/1999;11.0;50532250.0;28/12/2021;AVENIDA IBIRAPUERA, 3103, INDIANOPOLIS, 04028-002, SAO PAULO
Avenida Interlagos, Campo Grande, São Paulo, 04660-030;-46.67960492273775;-23.659364950684534;90400888;636;59;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;2281.0;ASSET;AVENIDA INTERLAGOS;;BLOCO 10 , TÉRREO;JARDIM MARAJOARA;04660-006;3550308;SAO PAULO;SP;31/08/2006;11.0;32491304.0;28/12/2021;AVENIDA INTERLAGOS, , JARDIM MARAJOARA, 04660-006, SAO PAULO
Avenida Guilherme Cotching 1819, Vila Maria, São Paulo, 02113-017;-46.586449959588435;-23.514029999968614;0;6659;16;BANCO DO BRASIL S.A.;Banco Múltiplo;6988.0;EMPRESA VILA MARIA;AV GUILHERME COTCHING, 1819;;2 ANDAR;VL MARIA;02113-017;3550308;SAO PAULO;SP;30/11/2009;11.0;40033001.0;28/12/2021;AV GUILHERME COTCHING, 1819, , VL MARIA, 02113-017, SAO PAULO
Avenida Paulista 2163, Jardim Paulista, São Paulo, 01311-300;-46.6605999631158;-23.558160007725547;0;6663;0;BANCO DO BRASIL S.A.;Banco Múltiplo;6998.0;EMPRESA PAULISTA;AVENIDA PAULISTA,  2163;;2º ANDAR;B VISTA;01311-933;3550308;SAO PAULO;SP;30/11/2009;11.0;40033001.0;28/12/2021;AVENIDA PAULISTA,  2163, , B VISTA, 01311-933, SAO PAULO
Rua Quinze de Novembro 111, Sé, São Paulo, 01013-001;-46.634150029455384;-23.547920004254166;0;5049;4;BANCO DO BRASIL S.A.;Banco Múltiplo;5905.0;S.PUBLICO SP SUDESTE;R.QUINZE DE NOVEMBRO,111;;13.ANDAR;CENTRO;01013-001;3550308;SAO PAULO;SP;10/07/2002;11.0;42985393.0;28/12/2021;R.QUINZE DE NOVEMBRO,111, , CENTRO, 01013-001, SAO PAULO
Avenida Engenheiro Luís Carlos Berrini, Itaim Bibi, São Paulo, 04571-010;-46.69183994489342;-23.60271495701872;4913129;1;41;CONFIDENCE CORRETORA DE CÂMBIO S.A.;Sociedade Corretora de Câmbio;;MATRIZ;AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI;921;5º ANDAR - CONJ. 51/52- EDIFICIO BERRINI ONE;CIDADE MONÇÕES;04571-010;3550308;SAO PAULO;SP;04/03/2002;11.0;37288444.0;28/12/2021;AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI, 921, CIDADE MONÇÕES, 04571-010, SAO PAULO
Rua Nossa Senhora da Lapa 281, Lapa, São Paulo, 05072-000;-46.70361999734473;-23.5220899961526;0;6825;0;BANCO DO BRASIL S.A.;Banco Múltiplo;7074.0;ESTILO LAPA;R.N.SRA.DA LAPA,281;;5.ANDAR;LAPA;05072-000;3550308;SAO PAULO;SP;20/11/2009;11.0;40033001.0;28/12/2021;R.N.SRA.DA LAPA,281, , LAPA, 05072-000, SAO PAULO
Rua Padre Raposo 29, Móoca, São Paulo, 03118-000;-46.60005999105053;-23.55742998586848;0;6826;83;BANCO DO BRASIL S.A.;Banco Múltiplo;7069.0;ESTILO MOOCA;R.PE.RAPOSO,29;;2.E 3.ANDARES,ESTILO;MOOCA;03118-000;3550308;SAO PAULO;SP;20/11/2009;11.0;40033001.0;28/12/2021;R.PE.RAPOSO,29, , MOOCA, 03118-000, SAO PAULO
Avenida Nazaré 1616, Ipiranga, São Paulo, 04262-200;-46.609879977353785;-23.59835999254061;0;6841;12;BANCO DO BRASIL S.A.;Banco Múltiplo;7075.0;ESTILO IPIRANGA;AV.NAZARE,1616;;;IPIRANGA;04262-200;3550308;SAO PAULO;SP;20/11/2009;11.0;40033001.0;28/12/2021;AV.NAZARE,1616, , IPIRANGA, 04262-200, SAO PAULO
Avenida Jabaquara 1337, Saúde, São Paulo, 04045-010;-46.63850996021111;-23.616010017514228;0;6842;1;BANCO DO BRASIL S.A.;Banco Múltiplo;7073.0;ESTILO SAUDE;AV.JABAQUARA,1337;;;MIRANDOPOLIS;04046-200;3550308;SAO PAULO;SP;20/11/2009;11.0;40033001.0;28/12/2021;AV.JABAQUARA,1337, , MIRANDOPOLIS, 04046-200, SAO PAULO
Avenida Nova Cantareira 1060, Santana, São Paulo, 02330-001;-46.61590473673922;-23.485275927448402;0;6844;65;BANCO DO BRASIL S.A.;Banco Múltiplo;7071.0;ESTILO N.CANTAREIRA;AV.NOVA CANTAREIRA,1060;;;TUCURUVI;02330-001;3550308;SAO PAULO;SP;20/11/2009;11.0;40033001.0;28/12/2021;AV.NOVA CANTAREIRA,1060, , TUCURUVI, 02330-001, SAO PAULO
Avenida Paulista 2300, Consolação, São Paulo, 01310-300;-46.66139004130912;-23.55678998565152;0;5753;30;BANCO DO BRASIL S.A.;Banco Múltiplo;4748.0;CSA SAO PAULO I;AV.PAULISTA,2300;;1.ANDAR,ED.SAO LUIZ(RECEPCAO 1;BELA VISTA;01310-300;3550308;SAO PAULO;SP;13/05/2005;11.0;21287400.0;28/12/2021;AV.PAULISTA,2300, , BELA VISTA, 01310-300, SAO PAULO
Avenida Professor Luciano Gualberto 600, Butantã, São Paulo, 05508-010;-46.72719361949218;-23.560232452278683;0;6846;27;BANCO DO BRASIL S.A.;Banco Múltiplo;7068.0;ESTILO USP;AV.PROF.LUCIANO GUALBERTO,600;;;BUTANTA;05508-010;3550308;SAO PAULO;SP;20/11/2009;11.0;40033001.0;28/12/2021;AV.PROF.LUCIANO GUALBERTO,600, , BUTANTA, 05508-010, SAO PAULO
Rua Nossa Senhora das Mercês 1039, Sacomã, São Paulo, 04165-001;-46.60641003707721;-23.626659979869913;0;6849;70;BANCO DO BRASIL S.A.;Banco Múltiplo;7067.0;VILA DAS MERCES;R.DAS NOSSA SENHORA MERCES,1039;;;VL MERCES;04165-001;3550308;SAO PAULO;SP;30/11/2009;11.0;20621668.0;28/12/2021;R.DAS NOSSA SENHORA MERCES,1039, , VL MERCES, 04165-001, SAO PAULO
Rua Bom Pastor 153, Ipiranga, São Paulo, 04203-050;-46.60861003520367;-23.577499992017408;0;6951;57;BANCO DO BRASIL S.A.;Banco Múltiplo;1968.0;CSA SAO PAULO II;R BOM PASTOR 153;;2. E 3. ANDARES;IPIRANGA;04203-050;3550308;SAO PAULO;SP;18/03/2011;11.0;22199300.0;28/12/2021;R BOM PASTOR 153, , IPIRANGA, 04203-050, SAO PAULO
Rua Doutor João Ribeiro 194, Penha, São Paulo, 03634-000;-46.54810996099752;-23.52496000170939;90400888;983;63;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;730.0;001 0730 PENHA I;R DR JOAO RIBEIRO;194;;PENHA;03634-000;3550308;SAO PAULO;SP;31/08/2006;11.0;66436200.0;28/12/2021;R DR JOAO RIBEIRO, 194, PENHA, 03634-000, SAO PAULO
Rua Botucatu 720, Vila Mariana, São Paulo, 04023-062;-46.64276000421623;-23.59796998258585;0;7243;51;BANCO DO BRASIL S.A.;Banco Múltiplo;5803.0;ESTILO E.P.MEDICINA;R.BOTUCATU,720/740;;1.ANDAR;VILA CLEMENTINO;04023-062;3550308;SAO PAULO;SP;19/10/2012;11.0;40033001.0;28/12/2021;R.BOTUCATU,720/740, , VILA CLEMENTINO, 04023-062, SAO PAULO
