address;lon;lat;CnpjBase;CnpjSequencial;CnpjDv;NomeIf;Segmento;CodigoCompe;NomeAgencia;Endereco;Numero;Complemento;Bairro;Cep;MunicipioIbge;Municipio;UF;DataInicio;DDD;Telefone;Posicao;endereco_completo
Rua Maria Cândida, Vila Guilherme, São Paulo, 02071-002;-46.60024489583459;-23.507154953436533;90400888;1393;2;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4749.0;MARIA CANDIDA-SP-SP;RUA MARIA CANDIDA,;;;VILA GUILHERME;02071-002;3550308;SAO PAULO;SP;30/04/2009;11.0;29022422.0;28/12/2021;RUA MARIA CANDIDA,, , VILA GUILHERME, 02071-002, SAO PAULO
Avenida Tucuruvi 595, Tucuruvi, São Paulo, 02305-001;-46.60602002712247;-23.48054999647688;90400888;1395;74;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4647.0;AG. URB-SP-VILA MAZZEI;AVENIDA TUCURUVI, 595;;;TUCURUVI;02305-001;3550308;SAO PAULO;SP;30/04/2009;11.0;22617100.0;28/12/2021;AVENIDA TUCURUVI, 595, , TUCURUVI, 02305-001, SAO PAULO
Avenida Paulista 2218, Consolação, São Paulo, 01310-300;-46.66071999196927;-23.55745999308185;90400888;1439;20;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4635.0;NOVA PAULISTA-SP-SP;AVENIDA PAULISTA, 2218;;;BELA VISTA;01310-300;3550308;SAO PAULO;SP;30/04/2009;11.0;31471900.0;28/12/2021;AVENIDA PAULISTA, 2218, , BELA VISTA, 01310-300, SAO PAULO
Rua Butantã 550, Pinheiros, São Paulo, 05424-140;-46.69951998940647;-23.57122001870127;90400888;1441;44;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4782.0;R BUTANTA-SP-SP;RUA BUTANTA, 550;;;PINHEIROS;05424-000;3550308;SAO PAULO;SP;30/04/2009;11.0;30962100.0;28/12/2021;RUA BUTANTA, 550, , PINHEIROS, 05424-000, SAO PAULO
Avenida da Aclimação 68, Liberdade, São Paulo, 01531-001;-46.63352406560654;-23.567392780873398;90400888;1442;25;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4765.0;AG. URB-SP-PIRES DA MOTA;AVENIDA ACLIMACAO, 68;;;ACLIMACAO;01531-000;3550308;SAO PAULO;SP;30/04/2009;11.0;32747799.0;28/12/2021;AVENIDA ACLIMACAO, 68, , ACLIMACAO, 01531-000, SAO PAULO
Avenida São Miguel 4865, Ermelino Matarazzo, São Paulo, 03870-100;-46.48631999571171;-23.507100010061222;90400888;1443;6;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4726.0;AG. URB-SP-PONTE RASA;AVENIDA SAO MIGUEL, 4865;;;PONTE RASA;03871-100;3550308;SAO PAULO;SP;30/04/2009;11.0;62800765.0;28/12/2021;AVENIDA SAO MIGUEL, 4865, , PONTE RASA, 03871-100, SAO PAULO
Avenida Brasil, Jardim Paulista, São Paulo, 01430-000;-46.66809552482012;-23.572924308193773;90400888;1445;78;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4722.0;001 4722 PQ DO IBIRAPUERA-SP-SP II;AVENIDA BRASIL,;;;JARDIM AMERICA;01430-000;3550308;SAO PAULO;SP;30/04/2009;11.0;30532766.0;28/12/2021;AVENIDA BRASIL,, , JARDIM AMERICA, 01430-000, SAO PAULO
Rua do Orfanato, Água Rasa, São Paulo, 03131-010;-46.573136185073494;-23.576400194495356;90400888;1450;35;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4672.0;AG. URB-SP-PRC.PE.DAMIAO;RUA DO ORFANATO,;;;VILA PRUDENTE;03131-010;3550308;SAO PAULO;SP;30/04/2009;11.0;20654599.0;28/12/2021;RUA DO ORFANATO,, , VILA PRUDENTE, 03131-010, SAO PAULO
Praça Sílvio Romero, Tatuapé, São Paulo, 03081-000;-46.57436217062529;-23.5452946436664;90400888;1451;16;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4792.0;001 4792 PE ADELINO-SP-SP;PRACA SILVIO ROMERO;;73/77/79/81;CIDADE MAE DO CEU;03323-000;3550308;SAO PAULO;SP;30/04/2009;11.0;22278530.0;28/12/2021;PRACA SILVIO ROMERO, , CIDADE MAE DO CEU, 03323-000, SAO PAULO
Avenida Adolfo Pinheiro 1166, Santo Amaro, São Paulo, 04734-002;-46.69938001162345;-23.643529984934034;90400888;1453;88;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4746.0;IRINEU MARINHO-SP-SP;AVENIDA ADOLFO PINHEIRO, 1166;;;SANTO AMARO;04734-002;3550308;SAO PAULO;SP;30/04/2009;11.0;55253150.0;28/12/2021;AVENIDA ADOLFO PINHEIRO, 1166, , SANTO AMARO, 04734-002, SAO PAULO
Avenida Rebouças 2133, Pinheiros, São Paulo, 05401-300;-46.68067998563902;-23.565909999220594;90400888;1454;69;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4339.0;AV REBOUCAS-SP-SP;AVENIDA REBOUCAS, 2133;;;PINHEIROS;05401-300;3550308;SAO PAULO;SP;30/04/2009;11.0;30684600.0;28/12/2021;AVENIDA REBOUCAS, 2133, , PINHEIROS, 05401-300, SAO PAULO
Rua Professor Antônio Prudente 194, Liberdade, São Paulo, 01509-010;-46.63783002022552;-23.565769979528042;90400888;1456;20;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3887.0;001-3887 SP-RUA ANTONIO PRUDENTE;RUA PROFESSOR ANTONIO PRUDENTE, 194/200;;;LIBERDADE;01509-010;3550308;SAO PAULO;SP;30/04/2009;11.0;33412262.0;28/12/2021;RUA PROFESSOR ANTONIO PRUDENTE, 194/200, , LIBERDADE, 01509-010, SAO PAULO
Rua Aroaba 488, Vila Leopoldina, São Paulo, 05315-021;-46.732950036755284;-23.53469998274683;90400888;1425;24;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4579.0;001-4579 AV GASTAO VIDIGAL-SP-SP;RUA AROABA, 488;;;VILA LEOPOLDINA;05315-021;3550308;SAO PAULO;SP;30/04/2009;11.0;36461200.0;28/12/2021;RUA AROABA, 488, , VILA LEOPOLDINA, 05315-021, SAO PAULO
Avenida do Cursino 1355, Cursino, São Paulo, 04133-100;-46.61703996668433;-23.614440003230442;90400888;1427;96;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4791.0;001-4791 JD DA SAUDE-SP-SP;AVENIDA DO CURSINO, 1355;;;JARDIM DA SAUDE;04133-100;3550308;SAO PAULO;SP;30/04/2009;11.0;50676500.0;28/12/2021;AVENIDA DO CURSINO, 1355, , JARDIM DA SAUDE, 04133-100, SAO PAULO
Alameda dos Arapanés 1100, Moema, São Paulo, 04524-001;-46.6671899830304;-23.606670020896317;90400888;1428;77;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4790.0;AG. URB-SP-JD. NOVO MUNDO;ALAMEDA ARAPANES, 1100;;;MOEMA;04524-001;3550308;SAO PAULO;SP;30/04/2009;11.0;50957520.0;28/12/2021;ALAMEDA ARAPANES, 1100, , MOEMA, 04524-001, SAO PAULO
Avenida Lins de Vasconcelos, Cambuci, São Paulo, 01538-000;-46.62303341769191;-23.57372512527588;90400888;1429;58;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4758.0;001-4758 URB-SP-LINS DE VASCONCELOS;AVENIDA LINS DE VASCONCELOS,;;;CAMBUCI;01538-000;3550308;SAO PAULO;SP;30/04/2009;11.0;33464733.0;28/12/2021;AVENIDA LINS DE VASCONCELOS,, , CAMBUCI, 01538-000, SAO PAULO
Avenida Brigadeiro Faria Lima 1909, Pinheiros, São Paulo, 01452-001;-46.68871999098394;-23.573780019569114;90400888;1431;72;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4779.0;AG. URB-SP-JD. PAULISTANO;AVENIDA BRIGADEIRO FARIA LIMA, 1909;;;JARDIM PAULISTANO;01452-001;3550308;SAO PAULO;SP;30/04/2009;11.0;30935600.0;28/12/2021;AVENIDA BRIGADEIRO FARIA LIMA, 1909, , JARDIM PAULISTANO, 01452-001, SAO PAULO
Saúde;-46.61723999999998;-23.631749999999954;90400888;1433;34;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4629.0;AG. URB-SP-JD.PREVIDENCIA;AVENIDA DO CURSINO,;;;SAUDE;04133-100;3550308;SAO PAULO;SP;30/04/2009;11.0;50733585.0;28/12/2021;AVENIDA DO CURSINO,, , SAUDE, 04133-100, SAO PAULO
Rua Victório Santim, Itaquera, São Paulo, 08290-000;-46.44747078161053;-23.54943638552279;90400888;1434;15;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4724.0;AMERICO NOVELLI SP SP;R VICTORIO SANTIM;;;VL CARMOSINA;08290-000;3550308;SAO PAULO;SP;30/04/2009;11.0;62860559.0;28/12/2021;R VICTORIO SANTIM, , VL CARMOSINA, 08290-000, SAO PAULO
Avenida Santo Amaro 3332, Itaim Bibi, São Paulo, 04556-300;-46.6785400019393;-23.613350020541503;90400888;1436;87;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4621.0;AG. URB-SP-MONCOES;AVENIDA SANTO AMARO, 3332;;;BROOKLIN NOVO;04556-300;3550308;SAO PAULO;SP;30/04/2009;11.0;50912600.0;28/12/2021;AVENIDA SANTO AMARO, 3332, , BROOKLIN NOVO, 04556-300, SAO PAULO
Rua Borges Lagoa 751, Vila Mariana, São Paulo, 04038-031;-46.64403003018538;-23.597099982945764;90400888;1482;12;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3919.0;001-3919 SP-BORGES LAGOA;RUA BORGES DA LAGOA, 751;;E 753;VILA CLEMENTINO;04038-031;3550308;SAO PAULO;SP;30/04/2009;11.0;59069250.0;28/12/2021;RUA BORGES DA LAGOA, 751, , VILA CLEMENTINO, 04038-031, SAO PAULO
Sapopemba;-46.52387999999996;-23.59612999999996;90400888;1484;84;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3810.0;AV SAPOPEMBA-SP-SP;AV. SAPOPEMBA,;;4083 LJ 01 E 02;SAPOPEMBA;03374-000;3550308;SAO PAULO;SP;30/04/2009;11.0;7173111.0;28/12/2021;AV. SAPOPEMBA,, , SAPOPEMBA, 03374-000, SAO PAULO
Rua Sampaio Viana, Vila Mariana, São Paulo, 04004-000;-46.64630914515691;-23.573766867161456;90400888;1488;8;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4641.0;001 4641 URB-SP-RUA CUBATAO;R SAMPAIO VIANA;;;PARAISO;04004-000;3550308;SAO PAULO;SP;30/04/2009;11.0;30591500.0;28/12/2021;R SAMPAIO VIANA, , PARAISO, 04004-000, SAO PAULO
Rua Vieira de Morais 763, Campo Belo, São Paulo, 04617-012;-46.67404000958149;-23.62033000850134;90400888;1459;73;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3829.0;VIEIRA MORAIS-SP-SP;RUA VIEIRA DE MORAES, 763 E 767;;;CAMPO BELO;04617-012;3550308;SAO PAULO;SP;30/04/2009;11.0;50909400.0;28/12/2021;RUA VIEIRA DE MORAES, 763 E 767, , CAMPO BELO, 04617-012, SAO PAULO
Rua Dona Veridiana, Consolação, São Paulo, 01238-010;-46.65174490150612;-23.54413995451487;90400888;1460;7;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3565.0;SP-SANTA CASA;RUA DONA VERIDIANA, 133;;;HIGIENOPOLIS;12380-100;3550308;SAO PAULO;SP;30/04/2009;11.0;2373550.0;28/12/2021;RUA DONA VERIDIANA, 133, , HIGIENOPOLIS, 12380-100, SAO PAULO
Rua Voluntários da Pátria 2225, Santana, São Paulo, 02011-500;-46.62599996972176;-23.500570004573362;90400888;1461;98;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3282.0;VOL DA PATRIA-SP-SP;RUA VOLUNTARIOS DA PATRIA, 2225 E 2229;;;SANTANA;02011-500;3550308;SAO PAULO;SP;30/04/2009;11.0;9798933.0;28/12/2021;RUA VOLUNTARIOS DA PATRIA, 2225 E 2229, , SANTANA, 02011-500, SAO PAULO
Avenida Adolfo Pinheiro 1332, Santo Amaro, São Paulo, 04733-200;-46.69872002056741;-23.642650010829158;90400888;1462;79;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3293.0;STO AMARO-SP-SP;AV ADOLFO PINHEIRO,1332;;;SANTO AMARO;04734-002;3550308;SAO PAULO;SP;30/04/2009;11.0;4660330.0;28/12/2021;AV ADOLFO PINHEIRO,1332, , SANTO AMARO, 04734-002, SAO PAULO
Avenida Professor Francisco Morato, Vila Sônia, São Paulo, 05521-000;-46.73130603584315;-23.591558994967816;90400888;1614;5;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4731.0;001-4731 URB-SP-AV.FRCO.MORATO;AV PROF FRANCISCO MORATO;;3587;VILA SONIA;05521-000;3550308;SAO PAULO;SP;30/04/2009;11.0;37463780.0;28/12/2021;AV PROF FRANCISCO MORATO, , VILA SONIA, 05521-000, SAO PAULO
Rua Silva Bueno 1319, Ipiranga, São Paulo, 04208-051;-46.601369998697834;-23.590160018573584;90400888;1473;21;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3037.0;SILVA BUENO-SP-SP;RUA SILVA BUENO, 1319;;;IPIRANGA;04208-501;3550308;SAO PAULO;SP;30/04/2009;11.0;20655900.0;28/12/2021;RUA SILVA BUENO, 1319, , IPIRANGA, 04208-501, SAO PAULO
Praça Sílvio Romero, Tatuapé, São Paulo, 03323-000;-46.57366861294436;-23.545096995458852;60701190;401;57;ITAÚ UNIBANCO S.A.;Banco Múltiplo;452.0;SAO PAULO/SILVIO ROMERO;PRACA SILVIO ROMERO;;;TATUAPE;03323-000;3550308;SAO PAULO;SP;03/09/1966;11.0;30034828.0;28/12/2021;PRACA SILVIO ROMERO, , TATUAPE, 03323-000, SAO PAULO
Rua Teodoro Sampaio 758, Jardim Paulista, São Paulo, 05405-050;-46.677740033100235;-23.55752998197336;90400888;1476;74;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3411.0;SP-TEODORO SAMPAIO;RUA TEODORO SAMPAIO, 758/766;;;PINHEIROS;05406-000;3550308;SAO PAULO;SP;30/04/2009;11.0;30651700.0;28/12/2021;RUA TEODORO SAMPAIO, 758/766, , PINHEIROS, 05406-000, SAO PAULO
Avenida Escola Politécnica, Rio Pequeno, São Paulo, 05350-000;-46.75849126689488;-23.568845812047403;90400888;1479;17;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3831.0;SP-USP;AV ESCOLA POLITECNICA - AV PROF LUCIANO,;;S/N;RIO PEQUENO;05350-000;3550308;SAO PAULO;SP;30/04/2009;11.0;30390600.0;28/12/2021;AV ESCOLA POLITECNICA - AV PROF LUCIANO,, , RIO PEQUENO, 05350-000, SAO PAULO
Alameda Vicente Pinzon 153, Itaim Bibi, São Paulo, 04547-130;-46.686499960108904;-23.596979996001807;71027866;3;4;BANCO BS2 S.A.;Banco Múltiplo;3.0;AGENCIA SAO PAULO;ALAMEDA VICENTE PINZON;000153;11, 12 E 14 AND - CONJ 1102, 1201, 1202 E 1401;VILA OLIMPIA;04543-011;3550308;SAO PAULO;SP;16/05/2007;11.0;21037900.0;28/12/2021;ALAMEDA VICENTE PINZON, 000153, VILA OLIMPIA, 04543-011, SAO PAULO
Avenida Rio das Pedras 1879, Aricanduva, São Paulo, 03452-100;-46.50785997813003;-23.56984999662724;90400888;1532;16;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4654.0;AG. URB-R.RIO DAS PEDRAS;AVENIDA RIO DAS PEDRAS, 1879;;;JARDIM ARICANDUVA;03453-100;3550308;SAO PAULO;SP;30/04/2009;11.0;27239200.0;28/12/2021;AVENIDA RIO DAS PEDRAS, 1879, , JARDIM ARICANDUVA, 03453-100, SAO PAULO
Rua da Mooca 2479, Móoca, São Paulo, 03104-002;-46.601009995956446;-23.555329983846903;90400888;1533;5;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4774.0;JUVENTUS-SP-SP;RUA DA MOOCA, 2479;;;MOOCA;03103-003;3550308;SAO PAULO;SP;30/04/2009;11.0;66184777.0;28/12/2021;RUA DA MOOCA, 2479, , MOOCA, 03103-003, SAO PAULO
Rua Emília Marengo, Tatuapé, São Paulo, 03336-000;-46.56456537907694;-23.552990500451518;90400888;1535;69;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4752.0;001-4752 AG. URB-SP-R.EMILIA MARENGO;RUA EMILIA MARENGO;;;VILA GOMES CARDIM;03336-000;3550308;SAO PAULO;SP;30/04/2009;11.0;20764200.0;28/12/2021;RUA EMILIA MARENGO, , VILA GOMES CARDIM, 03336-000, SAO PAULO
Rua Joaquim Floriano 731, Itaim Bibi, São Paulo, 04534-012;-46.67689002429921;-23.585259999886745;90400888;1537;20;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4602.0;CHACARA ITAIM-SP-SP;RUA JOAQUIM FLORIANO, 731;;;ITAIM BIBI;04534-012;3550308;SAO PAULO;SP;30/04/2009;11.0;30163150.0;28/12/2021;RUA JOAQUIM FLORIANO, 731, , ITAIM BIBI, 04534-012, SAO PAULO
Avenida Angélica, Consolação, São Paulo, 01228-200;-46.66088392885935;-23.552093989399054;90400888;2389;80;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3984.0;SP - PRACA BUENOS AIRES;AVENIDA ANGELICA,;;;CONSOLACAO;01228-200;3550308;SAO PAULO;SP;30/04/2009;11.0;38234300.0;28/12/2021;AVENIDA ANGELICA,, , CONSOLACAO, 01228-200, SAO PAULO
Rua Paula Sousa, Sé, São Paulo, 01027-001;-46.630243873470064;-23.538460509610395;90400888;1539;92;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4552.0;MERCADO-SP-SP;RUA PAULA SOUSA,;;;CENTRO;01027-001;3550308;SAO PAULO;SP;30/04/2009;11.0;33122710.0;28/12/2021;RUA PAULA SOUSA,, , CENTRO, 01027-001, SAO PAULO
Rua Três Rios 464, Bom Retiro, São Paulo, 01125-030;-46.638610040135035;-23.528759979423484;90400888;1541;7;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4727.0;AG. URB-SP-R.TRES RIOS;RUA 3 RIOS, 464;;;BOM RETIRO;01123-000;3550308;SAO PAULO;SP;30/04/2009;11.0;32246300.0;28/12/2021;RUA 3 RIOS, 464, , BOM RETIRO, 01123-000, SAO PAULO
Avenida Sumaré 85, Perdizes, São Paulo, 05016-090;-46.67699999486888;-23.53083001614121;90400888;1542;98;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4781.0;AG. URB-SP-RUA TURIASSU;AVENIDA SUMARE, 85;;;PERDIZES;05016-090;3550308;SAO PAULO;SP;30/04/2009;11.0;38662570.0;28/12/2021;AVENIDA SUMARE, 85, , PERDIZES, 05016-090, SAO PAULO
Avenida Rangel Pestana, Brás, São Paulo, 03002-000;-46.62592779518629;-23.547749263368733;90400888;1421;9;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4655.0;AG. URB-SP-GASOMETRO;AV RANGEL PESTANA;;/1210;BRAS;03002-000;3550308;SAO PAULO;SP;30/04/2009;11.0;33293299.0;28/12/2021;AV RANGEL PESTANA, , BRAS, 03002-000, SAO PAULO
Avenida Duque de Caxias, República, São Paulo, 01214-000;-46.64127499869967;-23.535720849239137;90400888;1548;83;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4601.0;001-4601 URB-SP-SANTA EFIGENIA;AVENIDA DUQUE DE CAXIAS,;;;SANTA EFIGENIA;01214-000;3550308;SAO PAULO;SP;30/04/2009;11.0;32241499.0;28/12/2021;AVENIDA DUQUE DE CAXIAS,, , SANTA EFIGENIA, 01214-000, SAO PAULO
Avenida Mateo Bei 2592, São Mateus, São Paulo, 03949-200;-46.48126998286753;-23.604280005024876;90400888;1551;89;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4633.0;001 4633 MATEO BEI SP SP;AVENIDA MATTEO BEI, 2592;;E 2598;SAO MATEUS;03949-200;3550308;SAO PAULO;SP;30/04/2009;11.0;20144111.0;28/12/2021;AVENIDA MATTEO BEI, 2592, , SAO MATEUS, 03949-200, SAO PAULO
Avenida Parada Pinto, Cachoeirinha, São Paulo, 02611-002;-46.665485878206276;-23.47032447497854;90400888;1556;93;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4642.0;LGO DO JAPONES-SP-SP;AVENIDA PARADA PINTO,;;LJ 03;VL NOVA CACHOEIRINHA;02611-000;3550308;SAO PAULO;SP;30/04/2009;11.0;39815311.0;28/12/2021;AVENIDA PARADA PINTO,, , VL NOVA CACHOEIRINHA, 02611-000, SAO PAULO
Rua Amador Bueno 474, Santo Amaro, São Paulo, 04752-005;-46.714389988553904;-23.652799992660434;90400888;773;66;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;2271.0;CORPORATE VI;RUA AMADOR BUENO, 474;;TÉRREO E 2º ANDAR;SANTO AMARO;04752-901;3550308;SAO PAULO;SP;31/08/2006;11.0;30571622.0;28/12/2021;RUA AMADOR BUENO, 474, , SANTO AMARO, 04752-901, SAO PAULO
Rua Amador Bueno 474, Santo Amaro, São Paulo, 04752-005;-46.714389988553904;-23.652799992660434;90400888;718;30;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;774.0;CORPORATE VII;RUA AMADOR BUENO, 474;;TERREO E 2 ANDAR;SANTO AMARO;04752-901;3550308;SAO PAULO;SP;31/08/2006;11.0;32491304.0;28/12/2021;RUA AMADOR BUENO, 474, , SANTO AMARO, 04752-901, SAO PAULO
Rua Muniz de Sousa, Liberdade, São Paulo, 01534-001;-46.62894385951764;-23.57246627352628;90400888;1568;27;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3759.0;PQ ACLIMACAO-SP-SP;RUA MUNIZ DE SOUZA,;;;ACLIMACAO;01534-001;3550308;SAO PAULO;SP;30/04/2009;11.0;32794250.0;28/12/2021;RUA MUNIZ DE SOUZA,, , ACLIMACAO, 01534-001, SAO PAULO
Alameda dos Maracatins 992, Moema, São Paulo, 04089-013;-46.66271999788597;-23.608849986274194;90400888;1570;41;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4256.0;AL DOS MARACATINS-SP-SP;ALAMEDA DOS MARACATINS, 992 E 994;;;INDIANOPOLIS;40890-010;3550308;SAO PAULO;SP;30/04/2009;11.0;38876236.0;28/12/2021;ALAMEDA DOS MARACATINS, 992 E 994, , INDIANOPOLIS, 40890-010, SAO PAULO
Alameda Santos 1873, Jardim Paulista, São Paulo, 01419-100;-46.6591400032207;-23.56100998053374;90400888;1573;94;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3559.0;SP-ALAMEDA SANTOS;ALAMEDA SANTOS, 1873;;;CERQUEIRA CESAR;14190-020;3550308;SAO PAULO;SP;30/04/2009;11.0;8489990.0;28/12/2021;ALAMEDA SANTOS, 1873, , CERQUEIRA CESAR, 14190-020, SAO PAULO
Avenida Brasil 26, Jardim Paulista, São Paulo, 01430-000;-46.661660022410416;-23.578710003559806;90400888;1576;37;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3706.0;PQ DO IBIRAPUERA-SP-SP;AV. BRASIL, 26;;;JD. PAULISTANO;01427-010;3550308;SAO PAULO;SP;30/04/2009;11.0;30503900.0;28/12/2021;AV. BRASIL, 26, , JD. PAULISTANO, 01427-010, SAO PAULO
Rua Doutor César 1087, Santana, São Paulo, 02013-003;-46.636429990938126;-23.50308000738876;90400888;1577;18;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4268.0;SP-AV. BRAZ LEME;RUA DR. CESAR. 1087;;;SANTANA;02013-003;3550308;SAO PAULO;SP;30/04/2009;11.0;29714300.0;28/12/2021;RUA DR. CESAR. 1087, , SANTANA, 02013-003, SAO PAULO
Avenida Francisco Matarazzo 1455, Barra Funda, São Paulo, 05001-100;-46.676379985490996;-23.52620002046517;90400888;1579;80;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4265.0;SP-AV.FRANCISCO MATARAZZO;AVENIDA FRANCISCO MATARAZZO, 1455 - LOJA;;05;AGUA BRANCA;05001-100;3550308;SAO PAULO;SP;30/04/2009;11.0;38615600.0;28/12/2021;AVENIDA FRANCISCO MATARAZZO, 1455 - LOJA, , AGUA BRANCA, 05001-100, SAO PAULO
Avenida Ibirapuera 2210, Moema, São Paulo, 04028-001;-46.66239997682274;-23.603440012598156;90400888;1580;13;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3964.0;AV IBIRAPUERA-SP-SP;AVENIDA IBIRAPUERA, 2210;;;INDIANOPOLIS;04028-001;3550308;SAO PAULO;SP;30/04/2009;11.0;519030.0;28/12/2021;AVENIDA IBIRAPUERA, 2210, , INDIANOPOLIS, 04028-001, SAO PAULO
Praça Charles Miller;-46.665719999999965;-23.544599999999946;90400888;1583;66;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3633.0;AV PACAEMBU-SP;PCA. CHARLES MULLER,108;;;PACAEMBU;01234-010;3550308;SAO PAULO;SP;30/04/2009;11.0;38665700.0;28/12/2021;PCA. CHARLES MULLER,108, , PACAEMBU, 01234-010, SAO PAULO
Avenida Paulista 1374, Bela Vista, São Paulo, 01310-100;-46.65454001475803;-23.562829985079745;90400888;1585;28;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3409.0;AV PAULISTA-SP-SP;AV. PAULISTA, 1374 - TERREO - BELA VISTA;;;CERQUEIRA CESAR;13109-160;3550308;SAO PAULO;SP;30/04/2009;11.0;31497800.0;28/12/2021;AV. PAULISTA, 1374 - TERREO - BELA VISTA, , CERQUEIRA CESAR, 13109-160, SAO PAULO
Rua Estados Unidos 746, Jardim Paulista, São Paulo, 01427-000;-46.6631400150541;-23.57137998732337;90400888;1590;95;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3563.0;SP-AV. 9 DE JULHO;RUA ESTADOS UNIDOS,746;;;JARDIM PAULISTA;;3550308;SAO PAULO;SP;30/04/2009;11.0;8705221.0;28/12/2021;RUA ESTADOS UNIDOS,746, , JARDIM PAULISTA, , SAO PAULO
Rua Cajuru 913, Belém, São Paulo, 03057-000;-46.595690002011;-23.540780005762713;90400888;641;16;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;2002.0;001-2002 BELENZINHO II-SP-SP;RUA CAJURU, 913;;;BELENZINHO;03057-000;3550308;SAO PAULO;SP;31/08/2006;11.0;27822900.0;28/12/2021;RUA CAJURU, 913, , BELENZINHO, 03057-000, SAO PAULO
Avenida Paes de Barros, Móoca, São Paulo, 03115-001;-46.58877248486263;-23.568559049719475;90400888;1143;18;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;2113.0;001-2113 ALTO DA MOOCA II-CAP-SP;AVENIDA PAES DE BARROS;;;MOOCA;03115-001;3550308;SAO PAULO;SP;31/08/2006;11.0;29663500.0;28/12/2021;AVENIDA PAES DE BARROS, , MOOCA, 03115-001, SAO PAULO
Avenida Pedroso de Morais 1314, Pinheiros, São Paulo, 05420-001;-46.69527002922038;-23.55990998147051;90400888;1608;59;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;4784.0;AG. URB-SP-ALTO DE PINHEIROS;AVENIDA PEDROSO DE MORAES, 1314;;;PINHEIROS;05420-002;3550308;SAO PAULO;SP;30/04/2009;11.0;38133555.0;28/12/2021;AVENIDA PEDROSO DE MORAES, 1314, , PINHEIROS, 05420-002, SAO PAULO
